dataset,oversampler,classifier,auc_mean,auc_std,time_mean_sec,time_total_sec
ecoli,NoOverSampling,RF,0.9275761124121781,0.05199688819838163,0.19660015106201173,0.9830007553100586
ecoli,NoOverSampling,LGBM,0.9524980483996878,0.028541797938750273,0.028000259399414064,0.1400012969970703
ecoli,NoOverSampling,MLP,0.9200780640124903,0.05178184664829131,0.5769999980926513,2.884999990463257
ecoli,SMOTE,RF,0.9367759562841529,0.039137900070882095,0.20180010795593262,1.009000539779663
ecoli,SMOTE,LGBM,0.9558938329430132,0.019748868335804064,0.04539999961853027,0.22699999809265137
ecoli,SMOTE,MLP,0.9129430132708821,0.049124521327833306,0.9291711330413819,4.645855665206909
ecoli,ADASYN,RF,0.9411397345823576,0.02232397371838395,0.19899954795837402,0.9949977397918701
ecoli,ADASYN,LGBM,0.9534816549570648,0.015120505517880963,0.039799976348876956,0.19899988174438477
ecoli,ADASYN,MLP,0.9110460577673691,0.058565857284803124,0.8667999744415283,4.333999872207642
ecoli,G-SMOTE,RF,0.9501014832162372,0.03117949952952919,0.20350174903869628,1.0175087451934814
ecoli,G-SMOTE,LGBM,0.9482747853239657,0.023570438046401056,0.05460004806518555,0.27300024032592773
ecoli,G-SMOTE,MLP,0.9125683060109291,0.029757065679467395,0.9434000015258789,4.7170000076293945
pima_diabetes,NoOverSampling,RF,0.8295988819007688,0.022640846350860142,0.21220011711120607,1.0610005855560303
pima_diabetes,NoOverSampling,LGBM,0.8052124388539482,0.026993179902079733,0.04759998321533203,0.23799991607666016
pima_diabetes,NoOverSampling,MLP,0.7666883298392733,0.02790877684054614,1.205207109451294,6.02603554725647
pima_diabetes,SMOTE,RF,0.8225248078266946,0.019436006652928293,0.21539955139160155,1.0769977569580078
pima_diabetes,SMOTE,LGBM,0.8069769392033542,0.024096706101562677,0.06359996795654296,0.31799983978271484
pima_diabetes,SMOTE,MLP,0.7515835080363382,0.024746965471916363,1.4535984516143798,7.267992258071899
pima_diabetes,ADASYN,RF,0.8199266247379455,0.023255906508731976,0.22360024452209473,1.1180012226104736
pima_diabetes,ADASYN,LGBM,0.8016680642907058,0.02867436217373142,0.05760064125061035,0.28800320625305176
pima_diabetes,ADASYN,MLP,0.7474954577218729,0.024012405041410577,1.4525996685028075,7.262998342514038
pima_diabetes,G-SMOTE,RF,0.8271006289308176,0.024693633141933794,0.227101469039917,1.135507345199585
pima_diabetes,G-SMOTE,LGBM,0.8043452131376659,0.03127685538063305,0.07159967422485351,0.3579983711242676
pima_diabetes,G-SMOTE,MLP,0.7553591893780572,0.018040768869226908,1.474399709701538,7.37199854850769
secom,NoOverSampling,RF,0.7264948159824032,0.02064722272619586,0.2903998374938965,1.4519991874694824
secom,NoOverSampling,LGBM,0.7479095396164918,0.031965306375155864,0.45860018730163576,2.2930009365081787
secom,NoOverSampling,MLP,0.6711194672829158,0.020093099930737966,0.5979998111724854,2.9899990558624268
secom,SMOTE,RF,0.716102981283214,0.035238995762114124,0.7527020454406739,3.763510227203369
secom,SMOTE,LGBM,0.706719898301085,0.025176324620911638,0.6052008152008057,3.0260040760040283
secom,SMOTE,MLP,0.6604470700337735,0.01551750364248471,0.625400161743164,3.1270008087158203
secom,ADASYN,RF,0.7222448788763249,0.03207183223349354,0.4553013801574707,2.2765069007873535
secom,ADASYN,LGBM,0.6897628732169852,0.03656969357608651,0.5788000106811524,2.8940000534057617
secom,ADASYN,MLP,0.6584707760330744,0.015848980087646954,0.6197999000549317,3.098999500274658
secom,G-SMOTE,RF,0.6987109751563443,0.034708697110867257,0.4815030097961426,2.407515048980713
secom,G-SMOTE,LGBM,0.7485692912912512,0.027434277141200107,0.5934001922607421,2.967000961303711
secom,G-SMOTE,MLP,0.6727357854170701,0.03512051298452303,0.7826001167297363,3.9130005836486816
thyroid_sick,NoOverSampling,RF,0.9915889224111943,0.004222594108422093,0.245399808883667,1.226999044418335
thyroid_sick,NoOverSampling,LGBM,0.9971755100013209,0.0015428389220227651,0.088200044631958,0.44100022315979004
thyroid_sick,NoOverSampling,MLP,0.967240432227432,0.012127401490041614,1.801200008392334,9.00600004196167
thyroid_sick,SMOTE,RF,0.9923600995748624,0.0053883983377007345,0.26870288848876955,1.3435144424438477
thyroid_sick,SMOTE,LGBM,0.9963883730264416,0.001005022608585141,0.1306004047393799,0.6530020236968994
thyroid_sick,SMOTE,MLP,0.9591314709549643,0.012102857575433954,3.1521090984344484,15.760545492172241
thyroid_sick,ADASYN,RF,0.9922643073516385,0.004977252740766119,0.2783030986785889,1.3915154933929443
thyroid_sick,ADASYN,LGBM,0.9971409725813822,0.0018294159372569513,0.133599853515625,0.667999267578125
thyroid_sick,ADASYN,MLP,0.9579512996486537,0.012085502655914567,3.2110002040863037,16.05500102043152
thyroid_sick,G-SMOTE,RF,0.9873722731349593,0.006886155708382029,0.4022355556488037,2.0111777782440186
thyroid_sick,G-SMOTE,LGBM,0.9966307009115345,0.0030911500610181853,0.23859972953796388,1.1929986476898193
thyroid_sick,G-SMOTE,MLP,0.9633635037768119,0.0115070728312332,4.274800395965576,21.37400197982788
ibm_attrition,NoOverSampling,RF,0.8026130597090708,0.024625672676406928,0.22680277824401857,1.1340138912200928
ibm_attrition,NoOverSampling,LGBM,0.8063108874854361,0.017292685642545116,0.09359936714172364,0.46799683570861816
ibm_attrition,NoOverSampling,MLP,0.7651486085344962,0.0234861637771505,0.6222000598907471,3.1110002994537354
ibm_attrition,SMOTE,RF,0.8150659204929547,0.024217779205914548,0.24090356826782228,1.2045178413391113
ibm_attrition,SMOTE,LGBM,0.7977760529338863,0.02039611252611206,0.11740002632141114,0.5870001316070557
ibm_attrition,SMOTE,MLP,0.7550315018181624,0.025170641534084433,0.6728004932403564,3.3640024662017822
ibm_attrition,ADASYN,RF,0.8138917996176689,0.01584009037605711,0.24859967231750488,1.2429983615875244
ibm_attrition,ADASYN,LGBM,0.8026645482397197,0.02099582721349739,0.12960000038146974,0.6480000019073486
ibm_attrition,ADASYN,MLP,0.7601712594027482,0.024009897848987685,0.6567999839782714,3.2839999198913574
ibm_attrition,G-SMOTE,RF,0.8039048703218533,0.017465027823458452,0.29740004539489745,1.4870002269744873
ibm_attrition,G-SMOTE,LGBM,0.8098118537014898,0.018587230770796454,0.14600014686584473,0.7300007343292236
ibm_attrition,G-SMOTE,MLP,0.762098957016575,0.013584023970304825,0.8320000648498536,4.160000324249268
yeast_me2,NoOverSampling,RF,0.9343381009234667,0.016950482080251884,0.21659975051879882,1.0829987525939941
yeast_me2,NoOverSampling,LGBM,0.9325189444701639,0.010664249283907168,0.062400007247924806,0.312000036239624
yeast_me2,NoOverSampling,MLP,0.8742005666174182,0.02982810140818818,1.8686001300811768,9.343000650405884
yeast_me2,SMOTE,RF,0.9269535785722038,0.02293093256934374,0.23060002326965331,1.1530001163482666
yeast_me2,SMOTE,LGBM,0.9370952550775169,0.007985005415739875,0.07279996871948242,0.3639998435974121
yeast_me2,SMOTE,MLP,0.8727060744133915,0.019393662064922844,2.559000015258789,12.795000076293945
yeast_me2,ADASYN,RF,0.926219080254557,0.01998485627314432,0.23220014572143555,1.1610007286071777
yeast_me2,ADASYN,LGBM,0.9320866494924145,0.013659032758314288,0.07899999618530273,0.39499998092651367
yeast_me2,ADASYN,MLP,0.8655259374771569,0.016008170838052907,2.610199975967407,13.050999879837036
yeast_me2,G-SMOTE,RF,0.9409080941231718,0.03184077195231274,0.25479998588562014,1.2739999294281006
yeast_me2,G-SMOTE,LGBM,0.9446570281160083,0.015142262336618643,0.10799994468688964,0.5399997234344482
yeast_me2,G-SMOTE,MLP,0.902020042042215,0.022384055260034046,2.1831997871398925,10.915998935699463
wine_quality,NoOverSampling,RF,0.866731790114611,0.03150378376028718,0.246101713180542,1.23050856590271
wine_quality,NoOverSampling,LGBM,0.8699884401899249,0.026649980212100258,0.07299995422363281,0.36499977111816406
wine_quality,NoOverSampling,MLP,0.7762385397061962,0.07444168066027364,3.808799934387207,19.043999671936035
wine_quality,SMOTE,RF,0.85631267534767,0.010138543275934686,0.33570199012756347,1.6785099506378174
wine_quality,SMOTE,LGBM,0.8544236176791851,0.016055782839480913,0.07780013084411622,0.38900065422058105
wine_quality,SMOTE,MLP,0.764934924319866,0.048561106409822134,4.905199718475342,24.52599859237671
wine_quality,ADASYN,RF,0.851677764721243,0.011433064238337521,0.33930244445800783,1.696512222290039
wine_quality,ADASYN,LGBM,0.8529721131523889,0.018114210604710128,0.0977999210357666,0.488999605178833
wine_quality,ADASYN,MLP,0.7795348370639992,0.05695870971513684,5.089599895477295,25.447999477386475
wine_quality,G-SMOTE,RF,0.8654052780245781,0.03577957590203818,0.42040014266967773,2.1020007133483887
wine_quality,G-SMOTE,LGBM,0.8507795706629218,0.030475289134018865,0.19839987754821778,0.9919993877410889
wine_quality,G-SMOTE,MLP,0.7970627573490776,0.04779189577554202,7.600319766998291,38.001598834991455
churn,NoOverSampling,RF,0.9180791988244537,0.019790778056237003,0.28079981803894044,1.4039990901947021
churn,NoOverSampling,LGBM,0.9236194517380557,0.020909095006677644,0.09980010986328125,0.49900054931640625
churn,NoOverSampling,MLP,0.9030158438180045,0.010955620206672748,2.8536004066467284,14.268002033233643
churn,SMOTE,RF,0.9185157296388724,0.015667778050912164,0.34330153465270996,1.7165076732635498
churn,SMOTE,LGBM,0.9168665211935311,0.01611682926986802,0.135599946975708,0.67799973487854
churn,SMOTE,MLP,0.8922376241088928,0.008035931396119975,3.1899999618530273,15.949999809265137
churn,ADASYN,RF,0.91352919515846,0.016770923418358643,0.35280046463012693,1.7640023231506348
churn,ADASYN,LGBM,0.9181575224310171,0.01632944483125664,0.12079977989196777,0.6039988994598389
churn,ADASYN,MLP,0.8934044587880315,0.008706427926518188,3.356799364089966,16.78399682044983
churn,G-SMOTE,RF,0.9153465422020652,0.015739185562231032,0.4707998275756836,2.353999137878418
churn,G-SMOTE,LGBM,0.921789000708028,0.01885302250572641,0.2426000118255615,1.2130000591278076
churn,G-SMOTE,MLP,0.8995372112827196,0.01296372864240629,3.6944000720977783,18.47200036048889
abalone_19,NoOverSampling,RF,0.7697225572979493,0.07636812353580828,0.23460011482238768,1.1730005741119385
abalone_19,NoOverSampling,LGBM,0.7271066689643289,0.0651235249199295,0.07499995231628417,0.3749997615814209
abalone_19,NoOverSampling,MLP,0.7762134528117641,0.07809059987613774,3.352000284194946,16.76000142097473
abalone_19,SMOTE,RF,0.7781923143201792,0.05529851549217184,0.30699925422668456,1.5349962711334229
abalone_19,SMOTE,LGBM,0.7812051237865472,0.06523158485115964,0.08119993209838867,0.40599966049194336
abalone_19,SMOTE,MLP,0.7779883968062496,0.08268714878026028,4.290199947357178,21.45099973678589
abalone_19,ADASYN,RF,0.7847693721638234,0.05597445228237056,0.30930256843566895,1.5465128421783447
abalone_19,ADASYN,LGBM,0.7363662473433281,0.07552890077234024,0.09019999504089356,0.4509999752044678
abalone_19,ADASYN,MLP,0.7711815727497271,0.08171991364916381,4.207000207901001,21.035001039505005
abalone_19,G-SMOTE,RF,0.774340858176805,0.04033225843908942,0.37940611839294436,1.8970305919647217
abalone_19,G-SMOTE,LGBM,0.6957550692170716,0.07941341038884016,0.18299994468688965,0.9149997234344482
abalone_19,G-SMOTE,MLP,0.7761387787925786,0.05902986072577535,4.961199855804443,24.805999279022217
pageblocks,NoOverSampling,RF,0.9994061830425467,0.00033952677377075606,0.24520745277404785,1.2260372638702393
pageblocks,NoOverSampling,LGBM,0.9943036424854608,0.008693553097243656,0.06859979629516602,0.3429989814758301
pageblocks,NoOverSampling,MLP,0.9990511172329354,0.0008369230168415835,0.7609999656677247,3.804999828338623
pageblocks,SMOTE,RF,0.999332721150903,0.0003171554048849197,0.3290078639984131,1.6450393199920654
pageblocks,SMOTE,LGBM,0.9661310070400979,0.06597877191957731,0.07999997138977051,0.39999985694885254
pageblocks,SMOTE,MLP,0.9982675237220692,0.0022012704615091134,1.4167221546173097,7.083610773086548
pageblocks,ADASYN,RF,0.9992653810835629,0.00034413148019722336,0.3285998344421387,1.6429991722106934
pageblocks,ADASYN,LGBM,0.966216712580349,0.06594518221714189,0.08559989929199219,0.42799949645996094
pageblocks,ADASYN,MLP,0.9902601775329047,0.017568232155182745,1.4227999687194823,7.113999843597412
